auditee_uei,Count,CountDistinct_audit_year,Right_CountDistinct_audit_year,CountDistinct_report_id,First_auditee_city,First_auditee_ein,First_auditee_name,First_auditee_state,First_auditee_zip,First_cognizant_agency,First_entity_type,Max_audit_year,Right_Max_audit_year,Right_Min_audit_year,Min_audit_year,Sum_going_concern_num,Sum_internal_control_def_num,Sum_low_risk_num,Sum_material_weakness_gen_num,Sum_material_weakness_number,Sum_modified_opinion_number,Sum_noncompliance_num,Sum_prior_findings_num,Sum_questioned_costs_number,Sum_repeat_finding_number,Sum_significant_deficiency_number,Sum_total_amount_expended_num,is_problem_entity,risk_score
UEHJK3XLHM58,14,3,3,3,NEW YORK,136400571,NEW YORK CITY HOUSING AUTHORITY,NY,100079998,14,local,2024,2024,2022,2022,0,0,0,0,3,3,0,0,11,5,3,12307501727,1,140
ZAM8E584GYB6,55,4,4,4,CINCINNATI,310544271,"GOD'S BIBLE SCHOOL, COLLEGE AND MISSIONARY TRAINING HOME",OH,45202,,higher-ed,2025,2025,2022,2022,0,0,0,0,36,0,0,0,9,19,4,4097950,1,550
U5EKBJE6C263,3,4,2,4,JACKSON,386004701,"CITY OF JACKSON, MICHIGAN",MI,49201,,local,2025,2025,2024,2022,0,0,0,0,1,1,0,0,1,0,2,44199105,1,30
K72BCJKGYNC3,1,1,1,1,NASHVILLE,621867910,NATIONAL MUSEUM OF AFRICAN AMERICAN MUSIC,TN,37203,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,1340460,0,10
SBEVNN5NV1Q3,3,3,1,3,Tucson,860312162,"Tucson Centers for Women & Children, Inc DBA Emerge Center Against Domestic Abuse",AZ,85716,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,3,16025340,1,30
EAB6L5MFMJU1,1,1,1,1,Colorado Springs,841554677,Nursing and Therapy Services of Colorado,CO,80919,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,2000000,0,10
J69LSFBECC73,1,2,1,2,SAINT LOUIS,431736720,"ROSE HILL HOUSE, INC.",MO,63144,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,9209248,0,10
R8L1DRLVBNX8,6,3,1,3,CONCORD,680091157,MOUNT DIABLO UNIFIED SCHOOL DISTRICT,CA,94519,84,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,6,0,6,156650518,1,60
SJNSSVTFP4J4,7,3,1,3,PUYALLUP,911741654,SHARE & CARE HOUSE,WA,98372,,non-profit,2024,2024,2024,2022,0,0,0,0,7,0,0,0,7,0,0,19191391,1,70
LHCCMEWHTKK7,14,3,2,3,BOSTON,042103576,BENJAMIN FRANKLIN CUMMINGS INSTITUTE OF TECHNOLOGY,MA,02116,,higher-ed,2024,2024,2023,2022,0,0,0,0,0,0,0,0,6,4,14,12980078,1,140
JXAAF32AN454,42,3,1,3,ANN ARBOR,386027814,GREAT LAKES COMMISSION,MI,48108,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,42,21517897,1,420
PLTATT68GAQ3,1,1,1,1,POND CREEK,736021100,POND CREEK-HUNTER SCHOOL DISTRICT #I-090,OK,73766,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,779530,0,10
WNX8JJ1QEHN4,3,3,3,3,Berkley,461528546,Solidaridad North America,CA,94707,,non-profit,2024,2024,2022,2022,0,0,0,0,3,0,0,0,0,2,0,8228114,1,30
SGTJTFL3XVP2,12,1,1,1,Sherburn,416005541,City of Sherburn,MN,56171,,local,2023,2023,2023,2023,0,0,0,0,6,0,0,0,0,0,6,1024115,1,120
HJUVGLBRM2A6,1,1,1,1,MARTINSBURG,550578788,"SHENANDOAH WOMEN'S CENTER INC. D/B/A EASTERN PANHANDLE EMPOWERMENT CTR",WV,25401,,non-profit,2022,2022,2022,2022,0,0,0,0,1,0,0,0,0,1,0,1007003,0,10
LZKCFAJXBAC8,22,3,3,4,PORTLAND,016000032,CITY OF PORTLAND MAINE,ME,04101,,local,2024,2024,2022,2022,0,0,0,0,20,12,0,0,19,7,2,227983345,1,220
PUS2YBVZALZ6,1,1,1,1,SCHENECTADY,141338580,UNION COLLEGE,NY,12308,,higher-ed,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,13851820,0,10
Q8FZPLN67P88,1,1,1,1,GAINESVILLE,591943502,"SHANDS TEACHING HOSPITAL AND CLINICS, INC AND SUBSIDIARIES",FL,32610,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,1,1,9718452,0,10
FKG7XAKURMC8,11,3,2,3,OMAHA,470557228,METROPOLITAN COMMUNITY COLLEGE AREA,NE,681060777,,higher-ed,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,1,11,105550623,1,110
MRLMUAJQZKS7,9,3,3,3,MADISON,391781842,"HOUSING INITIATIVES, INC",WI,53704,,non-profit,2024,2024,2022,2022,0,0,0,0,4,0,0,0,0,4,4,15231585,1,90
NNLQK7LNGL93,7,3,3,3,GRAND RAPIDS,383071514,CALVIN UNIVERSITY,MI,49546,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,7,58789154,1,70
U3K6HV62EXR3,4,3,1,3,Los Angeles,952394600,SCHOOL NUTRITION PROG OF THE ARCHDIOCESE OF LA EDUCATION & WELFARE COR,CA,90010,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,4,18539691,1,40
C6JXX7L1GWH3,4,3,1,3,Henry,364294861,Indian Town Home Association,IL,61357,,non-profit,2024,2024,2024,2022,0,0,0,0,2,0,0,0,0,0,2,5758485,1,40
CLA3TJSK3716,2,1,1,1,Fairbanks,943047380,Helping Alaska,AK,99701,,non-profit,2021,2021,2021,2021,0,0,0,0,1,0,0,0,0,0,0,18912301,0,20
ZJ7CXFSNLGT3,1,2,1,2,Chicago,141862409,Illinois Network of Charter Schools,IL,60604,,non-profit,2024,2024,2024,2023,0,0,0,0,0,0,0,0,0,0,1,3462622,0,10
ULLBV6MEJV48,2,2,1,2,York,231476329,SpiriTrust Lutheran and Subsidiaries,PA,17404,,non-profit,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,2985065,0,20
RMH3NM1G4UE6,1,3,1,3,Butner,461061285,VETERANS LIFE CENTER,NC,27509,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,1,1,3116091,0,10
YMGGD4NECX94,2,3,1,3,BIRMINGHAM,636000767,BIRMINGHAM CITY BOARD OF EDUCATION,AL,35005,84,local,2024,2024,2024,2022,0,0,0,0,2,2,0,0,2,0,0,335153556,0,20
KWUJNMTVMCL8,1,3,1,3,Cuthbert,586000309,Randolph County Board of Education,GA,39840,,local,2024,2024,2024,2022,0,0,0,0,1,0,0,0,0,0,0,16151354,0,10
EY8ACJS3CDQ8,1,1,1,1,Exeter,020316265,Rockingham Planning Commission,NH,03833,,local,2024,2024,2024,2024,0,0,0,0,0,0,0,0,0,0,1,887001,0,10
WKYQWDZZ23S3,1,4,1,4,MAHNOMEN,416002039,INDEPENDENT SCHOOL DISTRICT NO. 432 - MAHNOMEN,MN,56557,,local,2025,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,19012922,0,10
SZY9KM9HH687,18,3,1,3,DETROIT,432078767,"DETROIT RECOVERY PROJECT, INC.",MI,482032857,,non-profit,2024,2022,2022,2022,0,0,0,0,12,12,0,0,0,6,6,13621861,1,180
JFBHNXAAYRR5,5,3,1,3,BALTIMORE,521977456,THE COMMUNITY COLLEGE OF BALTIMORE COUNTY,MD,21222,84,higher-ed,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,4,5,171875825,1,50
D5CVJKKZZ4J8,1,3,1,3,NORTH PLATTE,470624421,ODD FELLOWS SOUTH OAK BUILDING CORP,NE,691016563,,non-profit,2024,2022,2022,2022,0,0,0,0,0,1,0,0,1,0,1,9450950,0,10
PAMUBT8KRCC6,3,1,1,1,Hugo,736006352,Choctaw County,OK,74743,,local,2021,2021,2021,2021,0,0,0,0,1,1,0,0,1,0,1,758815,1,30
SRNHLJBXAVD8,10,2,2,2,El Paso,311663836,"El Paso Las Puertas Abiertas, Inc.",TX,79924,,non-profit,2023,2023,2022,2022,0,0,0,0,10,10,0,0,1,8,0,2094887,1,100
JQJ3NP9THVE4,2,3,2,3,MCKENZIE,620812348,MCKENZIE HOUSING AUTHORITY,TN,38305,,local,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,0,1,2531164,0,20
QN8HF1D7C9L8,1,2,1,2,Washington,530173054,"National Council of Negro Women, Inc.",DC,20004,,non-profit,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,1,1,7781636,0,10
WAHHPJUUDP16,25,3,3,3,BAKERSFIELD,956000925,COUNTY OF KERN,CA,93301,93,local,2024,2024,2022,2022,0,0,0,0,5,6,0,0,9,7,20,1311555721,1,250
GX8XA45T2NF6,3,3,1,3,DUNCANNON,231667985,SUSQUENITA SCHOOL DISTRICT,PA,170209540,,local,2024,2022,2022,2022,0,0,0,0,3,0,0,0,0,3,0,7883372,1,30
K2JUUKGT4NN7,10,2,1,2,GREENFIELD,421499883,NODAWAY VALLEY COMMUNITY SCHOOL DISTRICT,IA,508499531,,local,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,1946264,1,100
UZ2HRHKSELM7,1,1,1,1,VIRGINIA,416005595,"CITY OF VIRGINIA, MINNESOTA",MN,55792,,local,2024,2024,2024,2024,0,0,0,0,0,0,0,0,0,1,1,1853574,0,10
JJCVW4NQSAT5,4,3,1,3,De Pere,396001687,Unified School District of De Pere,WI,54115,,state,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,4,14218841,1,40
TC2DMR3JKZ14,5,3,1,3,Macon,580964452,Middle Georgia Regional Commission,GA,31217,,local,2024,2022,2022,2022,0,0,0,0,5,5,0,0,0,0,0,21219357,1,50
JJ67LYFKNYK2,8,3,2,3,CHAMPAIGN,370892090,"PARKLAND COMMUNITY COLLEGE, COMMUNITY COLLEGE DISTRICT #505",IL,61821,,higher-ed,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,4,8,55759548,1,80
EFKYSLNJE774,3,2,1,2,Alpena,383618578,Alpena Housing Commission,MI,49707,,local,2024,2023,2023,2023,0,0,0,0,2,0,0,0,1,2,1,2316656,1,30
P17KKHV7N7M5,2,3,1,3,HARVEY,456001933,HARVEY PUBLIC SCHOOL DISTRICT,ND,58341,,local,2024,2024,2024,2022,0,0,0,0,2,2,0,0,1,0,0,2660418,0,20
LV3FUQ1PKK23,1,3,1,3,OAK HARBOR,341015664,BENTON-CARROLL-SALEM LOCAL SCHOOL DISTRICT,OH,434491278,,local,2024,2024,2024,2022,0,0,0,0,1,1,0,0,0,0,0,5395122,0,10
E3UBJDLPKFK4,2,2,2,2,ROCK SPRINGS,451657563,NORTH SWEETWATER WATER AND SEWER DISTRICT,WY,82902,,local,2024,2024,2023,2023,0,0,0,0,0,0,0,0,0,1,2,1984897,0,20
F8HUNAEASCP7,9,3,3,4,Johnston,454927486,"Stand Down Housing Westerly, Inc.",RI,02919,,non-profit,2024,2024,2022,2022,0,0,0,0,4,5,0,0,2,7,5,6882578,1,90
MWJAJM2CJ6E5,10,3,3,3,WAPELLO,426040312,WAPELLO COMMUNITY SCHOOL DISTRICT,IA,52653,,local,2024,2024,2022,2022,0,0,0,0,10,0,0,0,0,3,0,3001533,1,100
NR44KS5JXQ25,7,3,2,3,NELSONVILLE,310726211,NELSONVILLE-YORK CITY SCHOOL DISTRICT,OH,45764,,local,2024,2023,2022,2022,0,0,0,0,7,2,0,0,0,0,0,8439613,1,70
G4KQDKZBL848,1,3,1,3,CARLISLE,231365954,DICKINSON COLLEGE,PA,17013,,higher-ed,2024,2023,2023,2022,0,0,0,0,0,0,0,0,1,0,0,38034016,0,10
LR5PBAB7YDN3,4,3,1,3,PROSPECT PARK,226002230,BOROUGH OF PROSPECT PARK SCHOOL DISTRICT,NJ,07508,,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,4,4,11689582,1,40
JTKULK1MEBZ6,3,3,1,3,CHICAGO,237026774,"SPECIAL CHILDREN'S CHARITIES",IL,60605,,non-profit,2024,2024,2024,2022,0,0,0,0,3,0,0,0,0,0,0,10269641,1,30
MAMZYLG659M8,7,1,1,1,DES MOINES,420931497,"HOME OPPORTUNITIES MADE EASY, INC.",IA,503143301,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,7,7,906669,1,70
D88NY6MGVN49,2,3,1,3,BOTHELL,911735367,IMPACT WASHINGTON,WA,98011,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,2,0,2,9801302,0,20
NGHMBM6JDU68,4,2,2,2,Santa Isabel,363823933,Hamilton Sundstrand de PR,PR,00757,,unknown,2022,2022,2021,2021,0,0,0,0,0,0,0,0,0,2,0,2334056,1,40
G24RJLYGWKK4,1,1,1,1,Pine Ridge,811578843,Red Cloud Renewable,SD,57770,,non-profit,2024,2024,2024,2024,0,0,0,0,1,1,0,0,1,0,0,850522,0,10
K9NLEBJKV5M8,29,2,2,2,CHICAGO,362815054,"CHICAGO MINORITY SUPPLIER DEVELOPMENT COUNCIL, INC.",IL,60603,,non-profit,2022,2022,2021,2021,0,0,0,0,0,0,0,0,0,16,16,2285879,1,290
D14FGSL3BG59,3,3,2,3,GREENVILLE,561068264,MID-EAST REGIONAL HOUSING AUTHORITY,NC,27834,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,0,0,3,20143841,1,30
VGMXU1WBEU29,8,1,1,1,SHEBOYGAN,391690041,"SAFE HARBOR OF SHEBOYGAN COUNTY, INC.",WI,53082,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,8,8,1277101,1,80
JNR9Q7M4LXQ5,16,3,3,3,MILWAUKEE,396003457,MILWAUKEE PUBLIC SCHOOLS,WI,53208,84,local,2024,2024,2022,2022,0,0,0,0,12,0,0,0,5,1,4,1285618695,1,160
U296ZRWANCV5,22,3,3,3,GLENWOOD,420864701,GLENWOOD COMMUNITY SCHOOL DISTRICT,IA,51534,,local,2024,2024,2022,2022,0,0,0,0,22,0,0,0,0,22,0,7561283,1,220
T73PFZZ8KJZ2,19,3,3,3,PRESQUE ISLE,010322531,AROOSTOOK AREA AGENCY ON AGING INC,ME,047692878,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,6,11,6346745,1,190
LP9XHDGASCJ3,4,2,2,2,Pierce,476006497,Pierce County,NE,68767,,local,2024,2024,2023,2023,0,0,0,0,4,0,0,0,0,0,0,4141867,1,40
YCX3TUXBQTZ5,15,3,3,3,BETHANY,730599209,"SOUTHWESTERN CHRISTIAN UNIVERSITY, INC.",OK,73008,,higher-ed,2024,2024,2022,2022,0,0,0,0,9,1,0,0,1,8,2,9390409,1,150
WT9MJ8VP92H7,3,3,1,4,Brooklyn,111635081,MAIMONIDES MEDICAL CENTER,NY,11219,14,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,903926041,1,30
E6K7ZMJFBC53,3,2,2,2,Rocky Hill,060950850,"St. John's Housing Corporation",CT,06067,,non-profit,2023,2023,2022,2022,0,0,0,0,0,0,0,0,0,2,0,2323736,1,30
UX4CNQ22L1A4,9,3,3,3,COLCHESTER,030179403,"SAINT MICHAEL'S COLLEGE",VT,05439,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,1,0,9,40754499,1,90
U8D5M576NJK4,4,3,2,3,MORENO VALLEY,951803694,FAMILY SERVICE ASSOCIATION,CA,92557,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,3,0,4,28390582,1,40
M7AFLCZLZNE5,8,3,2,3,Jonesville,546001387,"County of Lee, Virginia",VA,24263,,local,2024,2023,2022,2022,0,0,0,0,1,7,0,0,7,8,0,67368876,1,80
LDALV3368274,9,3,1,3,BAY CITY,386004837,BAY COUNTY,MI,487085994,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,9,29397867,1,90
HUE7G7F76CL4,12,4,4,4,Gatesville,462385383,"Gateway Community Health Centers, Inc.",NC,27938,,non-profit,2024,2024,2021,2021,0,0,0,0,4,0,0,0,0,7,7,7510713,1,120
EHHGWYELR4R3,11,3,2,3,BOSTON,043316655,BOSTON PUBLIC HEALTH COMMISSION,MA,02118,,local,2024,2024,2023,2022,0,0,0,0,0,0,0,0,1,0,11,202344304,1,110
PDKBNSKLXC85,16,3,3,3,Danville,546002277,Danville Redevelopment & Housing Authority,VA,24543,,local,2024,2024,2022,2022,0,0,0,0,7,7,0,0,9,10,9,42070328,1,160
DLBFL8DKL6Z3,3,1,1,1,Oklahoma City,562523941,Transtimulation Inc.,OK,73104,,unknown,2023,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,0,907268,1,30
EBPRLM3DJD94,1,3,1,3,WOOD RIVER,470522495,WOOD RIVER RURAL SCHOOLS,NE,68883,,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,1,0,0,2989185,0,10
JGS7YZ32WL97,6,3,2,3,MOORHEAD,410693977,CONCORDIA COLLEGE,MN,56562,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,0,54938893,1,60
WZCDP47PVAW8,1,3,1,3,TUCSON,860714588,ESPERANZA EN ESCALANTE,AZ,85730,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,3129123,0,10
FPBNL6ALLF63,5,3,1,3,TURNER,010275676,REGIONAL SCHOOL UNIT NO. 52 D/B/A M.S.A.D NO. 52,ME,04282,,local,2024,2023,2023,2022,0,0,0,0,5,5,0,0,0,0,0,8999178,1,50
XPJZNYCBRLR6,296,3,2,3,HAYWARD,391165322,LAC COURTE OREILLES BAND OF LAKE SUPERIOR CHIPPEWA INDIANS,WI,54848,,tribal,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,296,296,133861737,1,2960
FTUWTLZAFLE5,4,3,1,3,ELMWOOD PARK,226001773,ELMWOOD PARK BOARD OF EDUCATION,NJ,07407,,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,0,14755469,1,40
LWF8HMDUBFJ3,1,1,1,1,Fairfield,636000885,Fairfield City Board of Education,AL,35064,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,1,0,1,5820930,0,10
QA8HZJN7AQP7,1,3,1,3,RALEIGH,560771084,ALCOHOL/DRUG COUNCIL OF NORTH CAROLINA,NC,27606,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,1,2525571,0,10
RN75GYBTF4J7,1,3,1,3,GREAT FALLS,810543240,"MONTANA HOMEOWNERSHIP NETWORK, INC. DBA NEIGHBORWORKS MONTANA",MT,59401,,non-profit,2024,2023,2023,2022,0,0,0,0,1,0,0,0,0,0,0,19038454,0,10
Z5LMYDXZAVN7,4,3,1,3,Reno,471989228,Walker Basin Conservancy,CA,89503,,non-profit,2024,2024,2024,2022,0,0,0,0,4,0,0,0,0,0,0,25344781,1,40
KA9LDL12EG11,3,3,1,3,CABO ROJO,660433575,MUNICIPALITY OF CABO ROJO,PR,00623,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,3,43078028,1,30
XKB5JY2BFX73,1,4,1,4,Fort Myers,591291983,"Harlem Tenants Association, Inc.",FL,33907,,non-profit,2025,2025,2025,2022,0,0,0,0,0,0,0,0,0,0,1,5681919,0,10
MK5GNNCG5EJ7,1,3,1,3,NORMAL,370673453,THE BABY FOLD,IL,617611327,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,1,0,0,2801070,0,10
MP53Y9Z6LA43,1,1,1,1,HINSDALE,026000398,TOWN OF HINSDALE,NH,034512523,,local,2022,2022,2022,2022,0,0,0,0,0,1,0,0,0,0,0,912282,0,10
EPG2DZH1AZB1,2,1,1,1,SAGUACHE,846001937,MOUNTAIN VALLEY SCHOOL DISTRICT RE-1,CO,81149,,local,2022,2022,2022,2022,0,0,0,0,1,1,0,0,1,0,1,1108490,0,20
ZVQPPV9C2S13,4,1,1,1,Gibsonia,251552913,"St. Barnabas Health System, Inc.",PA,15044,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,2,4,810373,1,40
U6L4K3MKKGB6,59,3,1,3,Los Angeles,954351663,Southern California Regional Rail Authority/Metrolink,CA,90017,20,local,2024,2022,2022,2022,0,0,0,0,28,0,0,0,0,28,31,216968087,1,590
RHYULHKY5683,21,1,1,1,Bunker Hill,351071681,Maconaquah School Corporation,IN,46914,,local,2023,2023,2023,2023,0,0,0,0,21,12,0,0,0,4,0,7764376,1,210
ZYHDANZVL3X5,5,1,1,1,BLANCHARDVILLE,396000997,PECATONICA AREA SCHOOL,WI,53516,,local,2023,2023,2023,2023,0,0,0,0,5,0,0,0,0,5,0,762023,1,50
G3VVCLRQYTJ1,4,3,2,3,Galesburg,272887649,"Elko Ruby Vista, LLC",IL,61401,,non-profit,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,4,0,32883991,1,40
G2ZRDL15DZA1,3,2,1,2,Enterprise,911794627,"Wallowa Resources, Inc.",OR,97828,,non-profit,2024,2023,2023,2023,0,0,0,0,1,3,0,0,1,0,2,2898246,1,30
PBMQK5W51MK3,5,3,1,3,LEECHBURG,251198513,LEECHBURG AREA SCHOOL DISTRICT,PA,15656,,local,2024,2024,2024,2022,0,0,0,0,5,0,0,0,5,0,0,4796659,1,50
EW7CR9MZZ9M5,20,3,3,3,LOS ANGELES,956000735,CITY OF LOS ANGELES,CA,900124116,14,local,2024,2024,2022,2022,0,0,0,0,4,0,0,0,0,14,16,3006973000,1,200
KMNMY83LW5W9,1,2,1,2,WAYNESVILLE,260516371,QUAKER HEIGHTS LLC,OH,450689784,,non-profit,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,20224399,0,10
HTLCTSLM3JU7,31,3,2,3,New Philadelphia,346002853,"Alcohol, Drug Addiction and Mental Health Services Board of Tuscarawas and Carroll Counties",OH,44663,,local,2024,2023,2022,2022,0,0,0,0,31,28,0,0,0,25,0,5031606,1,310
M68EA63X2HN9,1,1,1,1,Atlanta,582636418,"Future Foundation, Inc",GA,30344,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,1162434,0,10
E6GNWWRJC333,4,1,1,1,ADAMS,000000000,ADAMS HOUSING AUTHORITY,MA,01220,,local,2024,2024,2024,2024,0,0,0,0,2,2,0,0,0,0,2,785763,1,40
KVBYLRZMAGJ9,1,3,1,3,CHULA VISTA,956000690,CITY OF CHULA VISTA,CA,91910,14,local,2024,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,0,188150832,0,10
LV1HTXX3JCS7,2,3,1,3,BERGMAN,716038646,BERGMAN SCHOOL DISTRICT,AR,72615,,local,2024,2022,2022,2022,0,0,0,0,2,2,0,0,2,0,0,5570017,0,20
JFARC4LMCRH7,2,3,1,3,HESPERIA,930944528,HESPERIA UNIFIED SCHOOL DISTRICT,CA,92345,84,state,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,194256422,0,20
GWLYHAYMS3K4,1,3,1,3,WYLIE,756004258,NORTH TEXAS MUNICIPAL WATER DISTRICT,TX,75098,66,local,2024,2022,2022,2022,0,0,0,0,1,0,0,0,0,0,0,242959039,0,10
MLLMBKS2LVQ5,112,3,3,3,BANGOR,016000020,CITY OF BANGOR,ME,04401,,local,2024,2024,2022,2022,0,0,0,0,0,77,0,0,11,37,77,87545083,1,1120
NYL1XHHDXLQ1,3,2,1,2,Denver,571185029,Illuminate Colorado,CO,80201,,non-profit,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,5211503,1,30
NMW5JU5TH8S1,1,3,1,3,Houston,300257535,"Villas at Bayou Park, Inc.",TX,77099,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,0,6050770,0,10
G477JEH7ZTC2,30,5,4,5,Bemidji,320117806,Bemidji Regional Airport Authority,MN,56601,,local,2023,2023,2020,2019,0,0,0,0,15,0,0,0,0,20,15,14976634,1,300
FB4MLM61VS27,2,2,2,2,Hinesville,586025016,Hospital Authority of Liberty County,GA,31313,,local,2023,2023,2022,2022,0,0,0,0,2,0,0,0,2,1,0,2013548,0,20
N2LJJLBGNYG6,2,2,2,2,Alton,436002659,Oregon County,MO,65606,,local,2022,2022,2021,2021,0,0,0,0,0,0,0,0,0,1,0,2597579,0,20
HNB4DEYQ3373,7,3,1,3,ORLANDO,592301233,"ASPIRE HEALTH PARTNERS, INC.",FL,32804,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,7,89139250,1,70
C166A3KB66Y1,5,3,2,3,Bowling Green,611386859,Bowling Green-Warren County Primary Care Center Inc.,KY,42103,,non-profit,2025,2024,2023,2023,0,0,0,0,0,0,0,0,0,2,0,7009923,1,50
FXHXYLX5LWD8,39,3,3,3,ALBUQUERQUE,856000102,CITY OF ALBUQUERQUE,NM,87103,14,local,2024,2024,2022,2022,0,0,0,0,3,0,0,0,8,16,36,382960447,1,390
ZREYWG5H48M5,2,3,2,3,LANHAM,522151252,"CASTLETON HOMES, INC.",MD,20706,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,2,1,0,2765943,0,20
CP2UHY7KTKN3,3,1,1,1,POST FALLS,841635505,"BOYS & GIRLS CLUB OF KOOTENAI COUNTY, INC.",ID,83854,,non-profit,2022,2022,2022,2022,0,0,0,0,1,3,0,0,0,0,2,1242248,1,30
VX9HHFM6HJM8,2,1,1,1,NEW ORLEANS,311612278,BOYD MANOR,LA,70113,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,1,0,2,2981591,0,20
UMWWJCGFETU9,6,3,1,3,JUNCTION,371215430,GALLATIN COUNTY CUSD #7,IL,62954,,local,2024,2022,2022,2022,0,0,0,0,4,0,0,0,0,0,0,7381604,1,60
NC5EDKZFMRG5,1,3,1,3,PORT HURON,381876251,"COUNCIL ON AGING, INC. SERVING ST. CLAIR COUNTY",MI,48060,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,3902876,0,10
N4ZDHLGFDJV3,2,3,1,3,CAMDEN,636001161,WILCOX COUNTY BOARD OF EDUCATION,AL,367261751,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,2,27428774,0,20
F4Y9AW6D8G95,5,3,1,3,STEILACOOM,910998807,STEILACOOM HISTORICAL SCHOOL DISTRICT NO. 1,WA,98388,,local,2024,2022,2022,2022,0,0,0,0,5,0,0,0,0,0,0,14721813,1,50
K84MU7G86GH5,3,3,2,3,PEORIA,371343779,"PARC RESIDENTIAL OPTIONS, INC., PROJECT NO. 072-HD045",IL,61615,,non-profit,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,3,3,3013715,1,30
RCYYFPEHV9R3,102,2,2,3,Duluth,363479964,Second Harvest Northern Lakes Food Bank,MN,55811,,non-profit,2024,2024,2023,2023,0,0,0,0,60,22,0,0,22,22,33,6633141,1,1020
FRL7B3YLRVJ6,14,3,3,3,ROCKY HILL,061424632,"SHILOH MANOR, INC.",CT,06067,,non-profit,2024,2024,2022,2022,0,0,0,0,3,12,0,0,7,13,7,10569531,1,140
NSMVNJXZP269,14,3,1,5,YORK,236003050,"COUNTY OF YORK, PENNSYLVANIA",PA,17401,14,local,2024,2024,2024,2022,0,0,0,0,14,14,0,0,0,0,0,431188029,1,140
ZNR3MPK4BVN5,28,2,2,2,ANGOLA,356002153,METROPOLITAN SCHOOL DISTRICT OF STEUBEN COUNTY,IN,46703,,higher-ed,2024,2024,2022,2022,0,0,0,0,28,13,0,0,1,0,0,15298627,1,280
